electricity_usage,car_km,flights_short,flights_long,diet_type,shopping_freq,water_usage,carbon_footprint
385,193,0,0,1,0,60,300.84
390,1759,2,0,0,17,457,1239.713
312,1671,0,0,0,11,124,626.356
264,533,0,0,1,17,349,490.62100000000004
104,517,0,0,0,11,484,311.43600000000004
438,715,0,0,0,19,450,571.01
478,750,0,0,2,8,430,634.63
177,184,1,0,1,1,247,473.363
509,1895,0,0,1,13,390,826.29
161,291,2,0,0,3,313,708.6370000000001
231,1358,0,0,1,14,384,612.076
188,731,0,0,2,16,423,588.9670000000001
336,115,0,0,2,18,273,546.577
141,824,2,0,1,5,171,875.559
188,1072,0,0,1,8,123,474.46700000000004
501,684,0,0,2,16,77,707.913
395,81,1,0,1,14,445,676.105
427,833,0,0,0,4,220,437.9200000000001
394,332,0,0,1,17,425,505.705
203,556,0,0,0,3,470,280.69
113,334,0,0,2,1,413,327.977
387,531,0,0,1,18,432,552.628
278,1983,2,0,2,4,265,1255.7450000000001
224,220,0,0,1,3,368,271.392
521,634,0,0,0,4,150,436.97
452,1769,0,0,1,18,295,826.295
122,1756,0,0,2,12,142,723.7180000000001
162,322,1,0,0,15,112,583.4480000000001
242,1874,0,0,1,11,315,689.2750000000001
580,2,2,0,2,8,255,1026.295
252,1717,0,0,2,15,129,800.401
244,205,0,0,1,13,86,374.254
324,1855,0,0,2,0,60,707.6199999999999
594,39,0,0,0,19,164,498.756
549,58,0,0,1,3,139,373.4309999999999
561,950,1,0,0,8,281,808.149
408,573,0,0,2,18,68,666.572
203,643,0,0,2,13,101,544.769
203,1530,0,0,2,11,423,705.067
534,1595,1,0,0,3,323,876.187
138,1907,0,0,2,6,143,700.647
534,842,0,0,1,16,81,653.4090000000001
297,1145,0,0,1,0,200,455.54
233,1502,0,0,2,13,189,729.961
166,618,0,0,1,14,107,434.283
490,95,0,0,0,11,70,385.42999999999995
278,1882,0,0,0,11,198,654.9420000000001
555,1437,0,0,2,5,270,772.93
141,1258,2,0,1,12,270,1033.2500000000002
547,897,0,0,1,15,291,661.759
599,1085,0,0,2,13,268,800.992
114,1279,0,0,0,6,78,414.382
210,560,0,0,2,15,96,551.0640000000001
256,904,2,0,1,8,445,972.3249999999999
388,347,0,0,1,13,107,463.32300000000004
599,670,1,0,2,6,474,899.8459999999999
577,1147,0,1,0,11,324,1734.656
330,1505,0,0,0,2,189,511.30100000000004
510,316,0,0,2,13,72,608.048
519,1527,0,0,1,18,438,807.322
256,718,0,0,0,10,427,404.963
137,1071,0,0,2,4,459,515.871
540,1432,0,0,1,12,422,736.998
196,1955,0,0,0,9,112,614.328
584,1159,0,0,0,6,101,587.989
510,1224,0,0,2,16,315,821.835
538,249,0,0,1,15,391,529.279
388,313,1,0,0,7,216,597.5039999999999
353,1892,0,0,2,16,200,888.46
295,1391,1,0,0,12,60,822.6399999999999
185,1452,0,0,1,10,144,569.3960000000001
421,1853,0,0,0,19,121,788.5090000000001
109,806,0,0,1,17,433,480.877
104,1503,0,0,0,4,97,435.153
222,1337,1,0,0,5,397,714.2130000000001
429,1523,0,0,2,19,321,877.669
452,1744,1,0,0,13,479,972.951
217,1378,0,0,1,11,480,581.0600000000001
393,484,0,0,2,3,144,493.156
496,1234,0,0,1,6,282,617.658
258,1727,0,0,1,10,97,654.633
402,43,0,0,2,19,257,569.753
327,1564,0,0,1,1,276,562.624
464,570,0,0,0,3,458,393.002
315,582,0,0,2,6,126,509.834
535,1115,0,0,0,0,398,501.282
283,1288,0,0,0,14,268,568.8720000000001
114,894,0,0,1,19,409,520.3610000000001
256,219,0,0,1,7,130,322.49
235,1925,1,0,0,4,86,824.474
360,924,0,0,2,13,151,667.359
256,1465,0,0,0,17,240,622.68
146,400,0,0,0,2,78,212.022
423,1423,0,0,1,1,363,575.527
431,726,0,0,1,15,302,578.938
272,990,1,0,0,13,300,744.94
229,898,0,0,0,15,275,478.25500000000005
510,1812,0,0,1,10,143,777.8870000000001
194,1599,0,0,0,16,464,615.456
214,857,0,0,1,2,135,382.49499999999995
342,803,0,0,0,4,159,395.671
519,489,1,0,2,2,266,788.174
391,1508,0,0,2,14,245,808.0250000000001
381,1780,0,0,0,4,346,609.134
398,1493,0,0,1,2,483,590.107
382,1597,0,0,0,5,93,580.677
168,937,1,0,0,13,442,691.938
247,843,0,0,1,1,492,386.76800000000003
110,1705,0,0,0,17,139,608.451
353,1468,0,0,1,5,204,593.696
429,1292,1,0,0,4,158,780.0020000000001
459,266,0,0,1,13,108,476.952
137,53,1,0,0,16,159,529.571
233,527,0,0,2,10,155,504.655
299,1543,0,0,1,0,436,538.104
122,615,1,0,2,9,270,716.67
402,1082,0,0,1,8,312,568.048
445,1848,0,0,1,19,131,847.679
401,1063,0,0,1,11,321,593.909
462,1260,0,0,1,0,98,546.9219999999999
495,954,0,0,0,17,426,622.534
317,385,0,0,0,11,81,370.86899999999997
240,1629,0,0,1,1,138,537.842
203,733,0,0,0,0,477,286.153
545,715,0,0,1,0,68,472.512
309,649,1,0,1,0,52,610.048
572,299,0,0,2,11,427,613.8829999999999
580,394,0,0,1,6,109,483.381
210,1230,0,0,1,3,468,468.412
203,1359,1,0,0,19,291,849.679
415,592,1,0,1,3,78,673.402
270,1753,0,0,1,14,124,705.116
559,513,0,0,2,0,119,538.451
591,1201,0,0,0,5,132,589.6080000000001
455,395,0,0,0,13,406,453.754
595,370,1,0,2,13,222,905.898
423,857,0,0,1,9,460,543.1999999999999
232,790,0,0,2,6,246,517.6540000000001
475,657,1,0,0,11,395,744.4549999999999
392,1341,0,0,2,18,468,817.0519999999999
427,735,1,0,0,8,196,708.104
226,1392,0,0,2,2,322,596.2180000000001
205,383,0,0,1,3,84,293.45599999999996
596,61,0,0,1,12,162,483.978
191,1829,1,0,0,9,255,838.3149999999999
386,504,0,0,2,13,207,594.7830000000001
477,238,0,0,0,5,302,350.658
492,194,0,0,1,7,171,416.979
150,677,0,0,0,18,97,429.27299999999997
128,1986,0,0,1,9,234,643.066
561,1245,0,0,0,4,322,577.518
395,60,0,0,2,4,150,419.25
396,1152,0,0,1,4,64,537.296
313,989,0,0,0,8,177,460.853
366,684,0,0,1,8,259,472.851
506,155,0,0,2,14,161,584.9689999999999
356,1940,1,0,1,8,319,970.391
401,1401,0,0,2,13,191,780.339
200,1645,0,0,1,5,222,564.998
504,1804,0,0,2,19,402,966.0980000000001
445,922,0,0,1,7,215,543.2349999999999
209,867,0,0,2,1,496,475.644
519,902,1,0,0,4,168,739.8919999999999
281,1813,0,0,0,16,252,692.888
570,1609,0,0,1,9,60,751.74
412,998,0,0,2,13,298,705.322
100,1460,1,0,0,17,353,807.177
418,974,0,0,1,0,297,473.033
537,1230,0,0,0,1,203,533.367
154,387,0,0,2,3,372,375.428
470,1503,0,0,1,12,74,718.666
523,1814,0,0,2,15,494,936.9060000000001
498,886,0,0,2,4,391,629.879
248,837,1,0,2,9,270,813.9899999999999
530,1363,0,0,0,16,159,706.6310000000001
556,1892,0,0,1,10,459,816.051
408,339,0,0,2,4,467,483.36299999999994
236,203,0,0,0,14,139,330.971
301,160,0,0,2,3,314,391.24600000000004
535,1563,0,0,0,6,89,648.101
412,391,0,0,1,9,312,444.048
216,768,1,0,1,3,207,626.1830000000001
253,1700,0,0,1,19,167,737.763
524,574,0,0,1,4,499,479.371
390,533,0,0,2,4,305,513.145
162,1093,0,0,0,10,463,440.80699999999996
343,892,1,0,1,18,245,854.6650000000001
124,404,1,0,2,4,363,626.147
189,607,0,0,1,7,360,374.02
174,1698,0,0,1,6,63,573.2470000000001
393,1614,0,0,1,7,167,659.363
485,1540,0,0,0,12,266,684.094
490,827,2,0,0,4,254,963.486
309,1143,0,0,0,17,126,579.514
574,1837,0,0,1,8,470,792.71
517,689,0,0,2,1,429,568.801
446,1711,0,0,2,15,221,881.509
116,901,0,0,2,13,439,562.8710000000001
227,1240,0,0,1,16,75,604.015
526,55,0,1,0,5,177,1433.5130000000001
542,365,0,0,2,2,423,524.447
463,1722,0,0,1,16,191,800.5790000000001
350,1527,0,0,1,12,441,676.3690000000001
278,1767,0,0,2,5,73,720.8170000000001
281,1790,0,1,2,7,281,1848.549
251,1948,0,1,1,5,472,1749.268
124,454,0,0,2,15,226,494.914
554,103,0,0,1,5,390,406.78999999999996
279,76,0,0,2,16,284,494.936
297,229,0,0,0,2,368,243.852
443,1937,0,0,1,11,75,784.135
260,1281,0,0,0,5,315,468.23499999999996
276,1287,0,0,2,6,411,637.019
384,330,0,0,1,10,166,428.774
162,1205,0,0,2,8,107,590.0029999999999
590,892,0,0,1,15,319,679.071
249,1791,0,0,2,4,378,706.182
253,1573,0,0,0,14,344,613.956
255,687,0,0,0,3,171,326.039
469,26,0,0,2,4,208,444.05199999999996
568,1299,0,0,0,6,227,610.403
148,1675,0,0,0,2,193,468.897
554,298,0,0,2,3,377,525.673
436,956,1,0,1,14,417,868.0730000000001
183,798,0,0,2,1,356,449.66400000000004
460,1114,0,0,1,4,448,560.032
276,479,0,1,0,6,138,1422.962
247,572,1,0,0,16,288,680.732
217,457,0,0,0,7,87,303.32300000000004
441,1474,1,0,0,8,410,863.71
575,364,0,0,0,9,128,455.452
162,858,1,0,1,10,394,693.186
288,1698,0,0,1,0,376,563.944
459,350,0,0,1,14,395,506.335
148,1678,0,0,2,7,301,670.4689999999999
426,1423,0,0,0,18,377,696.913
356,252,1,0,0,11,198,611.702
323,780,0,0,0,5,65,392.24499999999995
240,1904,1,0,2,9,416,1025.344
577,802,0,0,2,4,372,646.088
314,1011,0,0,2,6,370,597.4100000000001
534,458,1,0,0,6,318,678.742
478,1722,0,0,1,8,167,726.6630000000001
539,916,0,0,2,14,241,751.749
310,498,0,0,2,5,366,483.094
417,949,1,0,1,15,337,867.9730000000001
131,1994,0,0,2,6,445,717.8249999999999
257,1949,1,0,1,14,400,991.34
384,507,0,0,0,1,346,325.794
404,1327,0,0,1,7,243,607.267
528,500,0,0,1,11,441,535.729
576,802,0,0,0,10,492,556.7479999999999
385,597,1,0,2,5,330,784.07
243,165,0,0,0,19,438,379.002
523,1438,0,0,2,12,350,830.41
118,461,0,0,2,15,435,495.675
117,919,0,0,1,7,475,407.215
356,113,0,0,0,16,299,384.811
177,1456,1,0,1,12,471,839.779
470,991,0,0,0,3,280,478.12
274,1379,0,0,0,19,52,631.348
597,1951,1,0,1,9,223,1082.9470000000001
293,1718,0,0,2,19,289,859.2610000000001
575,206,0,0,2,15,455,636.7950000000001
212,1791,1,0,0,16,153,908.617
213,1258,0,0,2,7,338,614.102
321,1465,0,0,1,10,293,630.4569999999999
265,1378,0,0,1,4,337,529.9330000000001
534,514,0,0,1,15,416,580.8240000000001
418,1231,0,1,0,7,322,1644.658
231,708,0,0,0,15,169,440.141
484,1876,2,0,2,3,387,1311.963
363,1148,1,0,1,5,489,786.461
512,137,0,0,1,7,308,415.212
154,338,0,0,0,8,119,263.351
458,536,0,0,0,12,482,473.898
230,67,0,0,0,16,232,322.088
387,1596,0,0,1,8,296,664.404
365,1564,0,0,1,12,167,687.6030000000001
557,382,0,0,2,8,80,591.0600000000001
566,18,0,0,1,5,198,393.102
465,682,0,1,2,9,65,1722.285
261,1473,1,0,2,4,322,897.118
479,73,0,0,1,6,401,379.38899999999995
580,572,0,0,2,10,434,661.906
186,938,0,0,2,8,417,549.4730000000001
154,1688,1,0,0,9,151,793.639
575,1299,0,0,1,10,121,702.389
387,1071,0,0,2,2,242,598.918
277,210,0,0,2,7,371,431.679
490,854,1,0,2,16,160,988.0400000000001
448,1943,0,0,1,6,342,739.838
107,650,0,0,0,11,457,339.053
420,1645,0,0,0,15,396,708.9639999999999
412,993,0,1,1,14,389,1715.1409999999998
346,694,0,0,1,12,416,507.86400000000003
422,539,0,0,1,17,367,558.343
571,1732,0,0,1,17,326,859.154
570,1214,1,1,0,4,155,1923.595
542,1338,0,0,2,13,86,826.014
354,900,0,0,2,10,340,631.74
427,1586,0,0,1,2,471,620.7790000000001
153,1684,0,0,1,16,230,663.13
348,779,0,0,2,11,192,613.688
338,1585,0,0,0,2,163,530.427
328,1923,0,0,1,1,287,634.943
166,1781,0,0,1,3,475,560.195
150,1136,0,0,0,17,143,511.487
196,169,0,0,0,19,309,358.901
191,1491,0,0,0,13,156,559.824
594,1701,2,0,1,7,293,1262.317
363,1944,0,0,0,1,472,605.508
517,1037,0,0,1,18,384,707.996
390,1738,0,0,1,9,72,702.048
195,287,1,0,0,4,410,482.99
187,1930,0,2,2,10,320,2967.42
177,188,0,0,0,8,189,243.641
387,913,0,0,2,15,433,699.037
219,1178,0,0,0,4,131,418.759
401,1590,0,0,0,14,426,680.2539999999999
590,693,0,0,1,13,487,620.783
499,1745,0,0,1,8,393,742.117
551,887,0,0,1,19,471,703.059
599,470,0,0,1,4,205,487.425
264,1098,0,0,1,14,384,573.936
281,276,0,0,1,8,68,353.83200000000005
568,939,0,0,1,3,118,557.422
497,1668,2,0,2,3,497,1276.813
322,1366,0,0,2,19,181,800.0690000000001
410,1448,0,0,1,6,305,624.545
531,570,0,0,2,14,258,679.342
565,1534,2,0,0,16,59,1254.6309999999999
106,856,0,0,2,17,189,587.421
429,1000,1,0,1,6,184,791.836
362,1205,0,0,2,18,304,775.776
260,457,0,0,0,9,349,343.74100000000004
250,917,0,0,2,12,456,612.504
184,1874,0,0,1,1,307,564.8430000000001
246,832,0,0,0,19,143,511.007
211,1087,0,0,0,10,421,459.80899999999997
480,838,0,0,2,4,290,611.8100000000001
502,1283,1,0,0,5,286,820.014
135,192,0,0,0,2,214,167.02599999999998
384,1678,1,0,0,0,374,800.246
287,615,0,0,1,2,197,365.313
181,1995,0,0,0,2,267,547.423
101,405,0,0,2,3,477,357.713
484,1749,0,0,2,6,157,814.493
402,1777,0,0,0,14,280,716.76
296,942,1,0,2,10,119,863.791
503,720,0,0,0,17,270,577.6899999999999
110,92,1,0,2,11,123,625.707
333,429,0,0,0,3,228,307.712
485,653,1,0,0,10,129,735.4609999999999
294,1457,0,0,0,5,403,518.507
570,1427,0,0,1,18,208,806.6719999999999
218,433,0,0,2,17,405,551.8050000000001
495,1135,0,0,0,14,218,626.862
119,1952,0,1,1,2,363,1663.6470000000002
360,374,0,0,1,16,438,489.942
392,1082,0,1,0,0,210,1532.93
521,1066,0,0,0,1,476,496.304
355,206,0,0,0,18,452,424.368
321,779,0,0,0,8,81,421.349
492,1319,0,0,0,7,170,591.97
325,1141,0,0,2,11,264,677.076
152,531,0,0,0,14,52,360.508
527,1245,0,0,0,6,434,584.246
454,165,0,0,2,15,277,576.1730000000001
599,642,0,0,1,6,474,544.246
441,1179,1,0,2,19,97,1061.893
463,1207,0,0,1,11,216,647.804
379,89,0,0,1,16,438,440.922
180,1117,1,0,2,10,382,852.438
301,12,0,1,0,3,60,1309.36
257,972,0,0,1,18,287,584.923
219,1857,0,0,0,1,327,526.323
158,804,0,0,2,1,290,439.77000000000004
593,944,0,0,1,16,241,700.029
314,741,0,0,0,8,61,410.629
227,1857,0,0,1,0,102,567.658
323,1827,0,0,1,9,104,691.9960000000001
308,1461,0,0,2,14,358,764.7819999999999
469,1561,0,0,0,14,70,699.8100000000001
214,1610,0,0,0,1,68,472.492
308,1991,1,0,1,13,393,1011.0970000000001
113,875,0,0,0,3,399,306.05100000000004
108,1959,0,0,1,17,371,710.4990000000001
139,1834,0,0,2,8,364,708.456
549,1173,0,0,2,1,482,679.518
336,659,0,0,0,1,108,333.892
380,1031,1,0,2,17,200,987.5999999999999
458,1052,0,0,2,16,308,765.532
300,295,0,0,0,8,489,319.401
345,985,0,0,1,7,421,515.689
377,925,0,0,2,1,107,554.303
334,1744,0,0,0,1,265,551.465
593,639,0,0,0,4,111,467.85900000000004
103,339,1,0,0,11,195,522.8149999999999
253,627,1,1,2,15,494,1936.1059999999998
541,438,0,0,2,13,431,648.699
128,1167,0,0,1,19,288,579.7520000000001
208,941,0,0,1,1,342,388.638
197,829,1,0,1,7,231,670.6189999999999
314,1770,0,1,1,3,418,1719.642
392,518,0,0,1,19,144,559.5360000000001
174,975,0,0,1,8,127,449.22299999999996
425,1068,1,0,0,19,498,886.582
245,954,0,0,1,18,191,575.4190000000001
227,1262,0,0,2,1,154,559.126
440,951,1,0,1,15,310,877.79
141,943,0,1,2,10,144,1649.116
455,154,0,0,1,7,272,394.34799999999996
140,1204,0,0,0,11,239,461.75100000000003
521,1238,0,0,0,2,178,538.022
133,87,0,1,2,12,368,1496.572
116,1279,0,0,1,1,244,416.716
264,1534,0,1,0,12,69,1688.3010000000002
252,1096,0,0,0,7,348,448.172
585,930,0,0,1,14,289,674.301
477,178,0,0,2,8,284,518.4960000000001
175,211,1,0,2,10,134,666.9060000000001
186,1828,0,0,2,2,143,665.0070000000001
216,1257,0,0,0,6,91,452.939
461,464,0,0,1,13,413,520.1370000000001
441,1774,0,0,0,14,399,733.611
568,1246,0,0,0,8,123,618.867
126,630,0,0,0,19,414,422.64599999999996
412,824,0,0,0,10,164,489.31600000000003
386,1287,1,0,1,6,472,833.768
233,1230,0,0,0,11,239,506.011
318,606,0,0,0,18,481,489.089
267,884,0,0,2,17,174,660.5060000000001
197,1757,0,0,0,12,55,604.6350000000001
367,365,0,0,1,10,428,430.99199999999996
336,275,0,0,0,0,91,246.939
408,379,0,1,1,5,107,1498.1229999999998
554,1766,1,0,1,1,476,950.164
493,1332,0,0,1,12,59,693.991
272,1654,0,0,2,12,138,766.2819999999999
500,1291,0,0,2,18,383,851.647
509,944,0,1,0,8,160,1634.02
568,1808,0,0,0,18,88,830.9520000000001
575,1087,2,0,0,0,446,1012.914
289,809,1,1,1,7,216,1805.124
221,1373,0,0,1,13,60,597.96
145,924,0,0,1,15,159,497.13100000000003
163,1938,1,0,0,3,65,786.645
229,493,0,0,0,17,82,415.518
409,1546,0,0,0,13,282,663.518
462,1121,0,0,0,8,237,550.373
292,1969,0,0,2,14,273,858.897
406,1094,1,0,2,2,108,860.2919999999999
280,363,0,0,2,3,100,421.09999999999997
391,569,0,1,0,17,320,1600.9
470,1825,0,0,2,13,92,893.228
381,762,0,0,2,14,76,653.1039999999999
128,275,0,0,0,7,105,229.70499999999998
248,49,0,0,2,9,170,405.48999999999995
366,1381,0,0,0,11,162,591.3779999999999
395,727,0,0,0,8,365,444.58500000000004
110,905,0,0,0,7,164,348.676
263,927,0,0,1,16,158,557.282
212,563,0,0,0,8,224,333.656
286,782,1,0,2,12,161,847.9689999999999
394,484,0,0,2,13,149,593.621
331,1107,0,0,0,4,57,450.93299999999994
326,1922,0,0,1,8,496,705.7840000000001
409,1828,1,0,1,15,184,1039.036
197,1661,0,0,1,18,300,697.6400000000001
154,1831,0,0,2,6,386,694.3540000000002
210,583,0,0,1,11,289,417.401
251,1319,0,0,1,1,271,481.65900000000005
345,235,0,0,0,17,435,415.815
505,55,0,0,1,17,194,494.846
168,1942,0,0,1,15,426,712.794
411,359,0,0,1,10,53,444.897
388,1930,1,1,0,1,331,1961.939
349,109,0,0,0,13,383,351.827
135,191,0,0,1,3,377,228.293
338,903,0,0,2,6,246,584.7740000000001
247,1116,0,0,2,1,438,540.8820000000001
566,861,0,0,0,13,177,591.513
326,567,0,0,1,6,310,413.11
343,1083,0,1,2,8,140,1741.92
590,649,0,0,1,7,374,550.966
436,38,1,0,0,8,308,573.4920000000001
545,1563,0,0,2,6,471,805.739
464,1072,0,0,0,18,143,640.567
590,1443,0,0,1,16,306,799.154
581,636,0,0,0,12,185,542.885
300,1036,1,0,0,10,62,733.758
253,35,0,0,0,17,247,335.483
549,100,0,0,0,16,227,462.623
172,1817,0,0,2,15,161,787.089
300,1109,0,0,1,9,313,540.617
395,1539,0,1,2,3,463,1807.867
116,1246,0,0,1,3,418,431.682
228,1361,0,0,1,10,473,572.217
316,1983,0,0,1,7,128,700.4720000000001
160,165,0,0,1,8,427,284.043
526,382,0,0,1,15,305,550.0649999999999
203,1879,0,0,2,9,123,752.1669999999999
141,1918,0,0,1,8,432,626.7080000000001
124,1399,0,0,0,2,210,403.77
138,1494,0,1,2,1,250,1669.01
390,789,0,0,2,8,418,605.362
230,1665,0,0,1,12,357,652.813
597,30,0,0,0,5,426,360.574
328,1398,0,0,0,3,82,498.098
207,10,0,0,1,13,122,320.038
271,1325,0,0,1,10,401,582.429
534,95,1,0,0,1,342,556.358
577,1213,0,0,2,2,247,707.163
201,452,0,0,2,4,374,418.186
453,191,0,0,1,6,437,392.393
111,485,0,0,2,10,365,446.90500000000003
374,1289,0,0,2,11,289,727.481
200,1447,0,0,0,10,123,524.5070000000001
143,1151,0,0,2,18,80,670.98
542,237,0,0,0,12,63,445.60699999999997
404,1943,0,1,1,3,254,1790.566
544,1378,0,0,1,13,365,737.365
116,1963,0,0,0,11,117,602.373
429,1135,0,0,0,1,177,468.773
156,1851,0,1,1,7,75,1706.395
410,1469,0,0,0,18,457,700.113
596,1366,0,0,1,12,233,745.617
402,1168,0,0,1,0,186,504.11400000000003
111,1088,0,0,1,4,340,407.28000000000003
417,1270,2,0,1,10,155,1130.5349999999999
179,734,0,0,1,10,73,422.637
315,990,0,0,1,12,464,554.476
438,1513,0,0,2,1,388,700.0519999999999
363,824,0,0,2,18,499,701.751
578,1462,0,0,1,15,243,787.3470000000001
248,105,1,0,2,4,218,617.122
180,180,0,0,0,13,85,292.365
314,183,0,0,0,18,150,399.83000000000004
584,225,1,0,1,4,83,681.0269999999999
473,776,0,0,2,8,426,637.694
563,789,0,0,0,11,88,555.052
297,1932,0,0,0,15,260,713.4800000000001
299,1112,0,0,0,18,279,580.491
124,687,1,0,0,14,328,632.432
565,529,0,0,2,16,129,704.261
188,1394,0,0,0,14,287,550.343
367,971,0,0,0,2,221,420.329
242,935,0,0,0,16,375,502.015
158,1936,1,0,1,12,491,927.979
509,1422,0,0,0,8,108,629.152
588,105,0,0,0,12,459,442.09099999999995
464,1294,0,0,2,15,71,804.3190000000001
125,1998,0,0,0,18,414,685.826
146,830,0,0,0,13,416,411.06399999999996
387,1526,0,0,0,7,393,591.277
365,678,0,0,1,18,287,571.483
115,1548,1,0,2,2,345,831.0050000000001
298,848,0,0,2,17,390,668.27
500,1055,0,0,1,15,143,672.287
506,392,0,0,1,13,293,523.5569999999999
381,39,0,0,2,15,60,518.3599999999999
568,659,0,0,0,16,166,581.854
185,1241,1,0,2,19,314,968.7260000000001
349,1754,0,0,1,10,61,697.929
490,980,1,0,0,12,203,823.627
369,1105,0,0,2,10,87,676.763
434,844,0,0,0,3,180,432.70000000000005
216,1743,1,0,0,13,431,873.1990000000001
106,200,0,0,1,4,274,226.986
236,446,0,0,2,3,192,420.048
470,1867,1,0,1,0,480,925.1200000000001
275,1451,0,1,2,13,438,1839.642
427,1061,0,0,2,6,103,652.467
597,1234,1,0,0,9,73,888.197
414,443,1,0,0,1,444,576.476
314,1350,0,0,0,9,170,543.41
576,760,0,0,1,2,168,515.4319999999999
181,226,1,0,0,7,210,493.11
322,47,0,1,1,9,123,1435.747
577,1041,0,0,0,7,234,572.646
471,911,0,0,1,13,485,614.385
522,1462,0,0,2,17,241,883.809
582,1830,0,0,1,8,476,794.724
501,1731,0,0,1,8,269,739.041
542,186,0,0,1,3,170,396.36999999999995
589,344,0,0,2,2,258,538.5020000000001
202,223,0,0,1,13,433,363.337
372,829,0,0,2,13,349,655.1809999999999
113,487,0,0,0,15,395,348.415
258,1932,0,0,0,4,213,586.677
251,876,0,0,2,19,317,673.473
582,848,0,0,1,14,489,658.4409999999999
207,1252,0,0,0,8,52,467.80800000000005
287,1413,0,0,1,6,99,564.031
400,978,0,0,1,12,462,587.758
197,1612,1,0,2,7,413,928.8570000000001
230,1016,0,0,0,11,260,462.14
392,187,0,0,2,3,65,432.62499999999994
270,1881,0,0,2,15,217,841.553
523,269,0,0,2,5,332,526.4480000000001
573,1630,0,0,2,4,428,810.512
282,309,0,0,1,0,375,283.615
570,1155,0,1,0,13,347,1753.5230000000001
463,1574,1,0,0,8,234,891.366
138,1095,0,0,0,17,187,498.643
114,1816,0,0,1,5,174,562.6460000000001
475,844,0,0,1,14,471,612.539
596,1695,1,0,2,15,441,1193.289
103,1210,1,0,2,7,451,809.319
448,485,0,0,2,18,450,669.2099999999999
569,1214,0,0,2,4,107,722.7429999999999
508,1445,0,0,0,13,411,686.059
496,119,0,0,2,6,115,493.15500000000003
309,219,0,0,1,3,477,307.87300000000005
260,52,0,0,1,0,389,223.10100000000003
115,1757,0,0,1,3,251,531.9590000000001
592,1474,0,0,2,13,58,873.9620000000001
525,1435,0,0,0,15,481,711.829
207,1666,0,1,0,6,472,1634.3880000000001
481,1260,0,0,2,9,154,745.406
549,757,0,0,2,9,138,673.222
410,737,0,0,1,3,138,450.84200000000004
326,719,2,0,1,11,393,994.2570000000001
269,405,1,0,0,5,55,544.475
133,607,0,0,1,12,207,399.123
513,1020,0,0,1,0,428,523.312
350,421,0,0,2,7,379,504.611
346,711,0,0,0,15,152,488.888
368,246,0,0,2,4,272,446.20799999999997
240,71,0,0,0,6,451,229.059
373,1853,0,0,2,2,220,749.24
515,184,0,0,0,1,82,313.838
195,5,1,0,1,1,230,444.96999999999997
326,1229,0,0,0,19,233,624.817
478,1567,0,0,0,9,452,658.2280000000001
138,1634,0,0,2,19,136,775.984
401,905,0,0,0,8,118,480.48199999999997
599,386,0,0,0,17,429,552.641
128,1791,0,0,0,5,75,512.635
545,698,0,0,2,19,462,762.658
596,1099,0,0,0,5,457,574.233
576,1200,0,0,2,9,55,772.415
417,826,0,0,1,8,305,523.085
344,1822,0,0,2,8,231,790.959
335,348,1,1,0,2,344,1633.396
284,1278,1,0,1,11,309,837.661
371,1860,1,1,0,10,433,2031.7169999999999
539,1725,0,0,2,13,363,904.647
335,307,1,0,1,18,353,735.277
338,1368,0,0,1,9,365,608.845
476,1150,0,0,1,18,283,712.467
365,1960,0,0,0,4,331,638.279
513,286,1,0,1,8,256,704.9639999999999
508,765,0,0,1,0,126,467.494
458,724,0,0,1,14,217,579.1129999999999
439,761,0,0,1,3,391,470.09900000000005
488,1619,0,0,2,6,428,792.612
164,1510,0,0,0,5,105,471.825
577,382,0,0,0,14,344,511.836
276,1429,0,0,1,5,130,552.89
102,387,1,0,2,6,216,632.184
528,524,0,0,1,19,225,618.5849999999999
241,1580,0,1,0,2,330,1590.19
475,638,0,0,0,12,467,501.303
257,937,0,0,0,1,432,359.228
597,1649,1,0,1,2,198,952.322
423,1968,1,0,1,12,305,1044.0049999999999
245,275,0,0,2,8,330,440.87
545,499,0,0,2,18,394,712.2460000000001
392,716,0,0,0,17,327,530.783
252,336,0,0,0,4,328,265.99199999999996
531,1973,1,0,2,9,458,1161.742
292,931,1,1,0,13,255,1841.1350000000002
536,480,0,0,2,16,459,685.251
593,1920,0,0,1,2,79,753.771
562,910,0,0,0,6,267,530.443
172,1996,1,0,0,8,471,855.6790000000001
498,1296,0,0,2,4,280,710.88
404,1943,0,0,1,3,408,691.952
476,1081,0,0,0,2,211,488.019
443,1351,0,0,0,12,266,628.654
551,1754,0,0,2,8,277,864.7130000000001
239,108,0,0,1,6,382,285.418
286,1302,0,0,2,7,270,652.9499999999999
392,1709,0,0,1,9,283,698.9870000000001
160,327,0,0,1,0,122,233.69800000000004
584,1799,0,0,2,19,448,999.1120000000001
526,314,0,0,2,0,144,485.01599999999996
479,1497,0,0,1,18,477,784.873
297,1134,0,0,2,1,144,562.836
394,698,0,0,0,11,443,469.067
539,780,0,0,0,12,292,555.008
418,1958,0,0,0,13,422,750.9580000000001
401,1252,0,0,0,4,342,511.89799999999997
443,1520,0,0,0,2,312,562.8679999999999
110,155,0,0,2,16,173,438.757
161,1496,0,0,1,0,337,469.853
432,1724,0,0,2,13,316,859.0840000000001
325,1295,0,0,0,5,481,499.829
252,886,0,0,0,16,158,494.46200000000005
